transaction_id,customer_id,product_id,Date,Quantity,Unit_Price,Total_Cost,Discount_Rate,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Item_Returned,Return_Reason
233,233,233,2020-01-06,6,376.61011690393474,9900.300667151065,0.15,Critical,WH-3,Regular,Delivered,True,unkown
234,234,234,2020-01-04,5,414.45367542073456,3317.8185804923846,0.2,Low,WH-2,2-Day,Backorder,True,Damaged
235,235,235,2020-01-09,6,198.3339688768261,0.0,0.0,Low,WH-1,2-Day,Backorder,False,Damaged
236,236,236,2020-01-01,9,17.199760440927385,0.0,0.2,Critical,WH-1,Overnight,Cancelled,False,Late
237,237,237,2020-01-04,4,42.95539784401025,1671.195903339995,0.2,High,WH-2,2-Day,Cancelled,False,unkown
238,238,238,2020-01-04,8,251.50364637924883,1128.5692939271844,0.0,Low,WH-3,Regular,Backorder,True,Damaged
239,239,239,2020-01-08,6,56.50978904261816,5426.336042324472,0.1,Critical,WH-1,2-Day,Cancelled,False,Damaged
240,240,240,2020-01-03,3,292.7900671587772,2031.5787137636644,0.2,Critical,WH-2,2-Day,Delivered,True,Late
241,241,241,2020-01-04,1,0.0,5343.613090729348,0.2,Low,WH-2,2-Day,Backorder,False,Late
242,242,242,2020-01-09,8,214.9835934101173,3071.117448826774,0.15,Critical,WH-2,Regular,Backorder,False,unkown
243,243,243,2020-01-05,3,475.8786267883556,3268.8786781910417,0.15,High,WH-1,Express,Cancelled,True,Wrong Item
244,244,244,2020-01-01,6,446.1691573240472,3750.022398204144,0.05,Critical,WH-1,Regular,Pending,True,Late
245,245,245,2020-01-04,2,186.6091452993282,6597.285409613636,0.2,Critical,WH-3,Regular,Pending,False,Damaged
246,246,246,2020-01-05,3,292.5841754403006,1705.9719306722404,0.05,Critical,WH-2,Regular,Delivered,True,unkown
247,247,247,2020-01-05,5,430.8202178723958,9653.059501006112,0.2,Critical,WH-3,Overnight,Pending,False,Not Specified
248,248,248,2020-01-05,1,407.33050469388,6483.296217129723,0.0,Medium,WH-2,Express,Cancelled,True,Damaged
249,249,249,2020-01-05,2,0.0,0.0,0.1,Critical,WH-1,Express,Delivered,False,Damaged
250,250,250,2020-01-09,4,330.7788365643177,4570.350086563557,0.0,Medium,WH-1,Regular,Backorder,True,Not Specified
251,251,251,2020-01-04,2,0.0,8690.928249752793,0.0,High,WH-1,Regular,Backorder,True,Damaged
252,252,252,2020-01-07,7,152.347207778996,2310.7934142072727,0.05,Critical,WH-1,2-Day,Backorder,False,Damaged
253,253,253,2020-01-05,7,275.462872491106,9126.176181505793,0.05,Critical,WH-2,Express,Pending,False,Damaged
254,254,254,2020-01-09,4,10.663276600579396,0.0,0.2,Low,WH-2,Overnight,Cancelled,True,Not Specified
255,255,255,2020-01-07,6,103.15274839402652,0.0,0.0,Low,WH-2,Express,Cancelled,False,Wrong Item
256,256,256,2020-01-06,5,189.18356664807197,9091.417862441644,0.1,Critical,WH-3,2-Day,Delivered,True,Damaged
257,257,257,2020-01-02,4,263.1822087608712,4425.138913473335,0.2,Medium,WH-2,Overnight,Backorder,True,Damaged
258,258,258,2020-01-06,1,405.5062133087925,8906.12361811204,0.0,Critical,WH-3,Express,Delivered,False,Late
259,259,259,2020-01-03,3,480.85087199512407,4474.700567094169,0.05,Critical,WH-2,Regular,Cancelled,True,Late
260,260,260,2020-01-09,5,60.258301665959,4708.820210207385,0.15,Medium,WH-1,Express,Cancelled,True,Wrong Item
261,261,261,2020-01-05,8,418.0868846262528,0.0,0.0,Critical,WH-2,Express,Cancelled,True,Damaged
262,262,262,2020-01-04,2,410.3927895876368,2647.7511746003456,0.0,Medium,WH-2,Express,Cancelled,True,unkown
263,263,263,2020-01-05,5,141.02699365019524,1477.004625496029,0.2,Medium,WH-2,Overnight,Cancelled,False,Wrong Item
264,264,264,2020-01-09,1,73.54269932987532,6085.920479906411,0.15,Medium,WH-1,Regular,Delivered,False,Not Specified
265,265,265,2020-01-03,7,293.3662157159767,6803.474142177796,0.0,Medium,WH-3,Overnight,Pending,True,Wrong Item
266,266,266,2020-01-07,6,487.9181354047446,1368.5089222628126,0.15,High,WH-1,Express,Pending,True,Damaged
267,267,267,2020-01-04,7,64.64098403742543,8113.734874118059,0.1,Medium,WH-3,Express,Backorder,False,unkown
268,268,268,2020-01-06,3,235.235786497304,7463.50101861492,0.15,High,WH-3,Overnight,Backorder,False,Damaged
269,269,269,2020-01-01,3,209.6960852058911,5103.110953260103,0.05,Medium,WH-1,Express,Delivered,True,Wrong Item
270,11,11,2020-01-07,8,426.6705205487488,5350.517195865819,0.0,Critical,WH-2,Regular,Cancelled,False,Not Specified
271,270,270,2020-01-06,7,496.6949575572524,9359.271344983465,0.05,High,WH-3,Express,Delivered,False,Late
272,271,271,2020-01-05,5,135.66689989821532,4551.747598797681,0.15,High,WH-1,Regular,Pending,False,Damaged
273,272,272,2020-01-01,6,425.7284357543571,3785.157934899037,0.05,Low,WH-3,Overnight,Cancelled,False,unkown
274,273,273,2020-01-03,2,0.0,2631.0263091084994,0.1,Low,WH-2,Regular,Backorder,True,Damaged
275,274,274,2020-01-01,8,150.94003723140233,4223.150347967136,0.1,Low,WH-2,Express,Backorder,False,Wrong Item
276,275,275,2020-01-03,6,45.43507287638992,1868.748467125396,0.05,Critical,WH-2,2-Day,Cancelled,True,Not Specified
277,276,276,2020-01-03,2,145.39636314826828,9889.99944265307,0.2,High,WH-3,Express,Cancelled,True,Late
278,277,277,2020-01-03,4,381.8003643410893,6920.317788488699,0.1,High,WH-1,Express,Delivered,False,Late
279,278,278,2020-01-05,3,278.9407458879044,0.0,0.05,Low,WH-2,Overnight,Backorder,False,unkown
280,279,279,2020-01-08,3,0.0,9324.165723532871,0.2,Critical,WH-2,Regular,Backorder,False,Wrong Item
281,280,280,2020-01-08,8,319.3952713970044,9708.5572166997,0.0,Critical,WH-2,2-Day,Cancelled,False,Damaged
282,281,281,2020-01-09,2,367.2007202113501,9301.406080583756,0.1,Critical,WH-2,Overnight,Pending,True,Not Specified
283,282,282,2020-01-07,3,310.5129255948157,5980.37141245648,0.15,High,WH-1,Overnight,Cancelled,False,Damaged
284,283,283,2020-01-01,8,16.735321465559174,4362.610104914987,0.05,Critical,WH-1,Regular,Cancelled,True,Wrong Item
285,284,284,2020-01-06,1,407.4506472674008,4322.859463343461,0.2,High,WH-1,2-Day,Cancelled,False,Not Specified
286,285,285,2020-01-01,1,371.57952274347247,3573.5389186121697,0.05,High,WH-3,Regular,Cancelled,False,Damaged
287,286,286,2020-01-09,3,180.5668406524612,7209.33854427499,0.05,Medium,WH-2,Overnight,Cancelled,True,Not Specified
288,287,287,2020-01-06,7,300.491688448974,0.0,0.0,Medium,WH-2,Regular,Delivered,False,Not Specified
289,288,288,2020-01-02,1,14.09820411965998,8813.769376900946,0.15,Low,WH-1,Overnight,Cancelled,True,Wrong Item
290,289,289,2020-01-05,2,406.03525290451887,6016.641303265707,0.1,Low,WH-3,Express,Delivered,False,Damaged
291,290,290,2020-01-01,1,453.9826596358176,3930.2099002398536,0.15,Critical,WH-2,Express,Backorder,False,Damaged
292,291,291,2020-01-03,3,136.76870465616605,3311.354279647853,0.15,High,WH-3,Overnight,Pending,False,Damaged
293,292,292,2020-01-01,1,170.10384559472,7437.3673005309265,0.1,Low,WH-2,2-Day,Cancelled,False,Not Specified
294,293,293,2020-01-07,7,82.01172769822274,4406.376144384185,0.0,High,WH-1,Regular,Delivered,False,Damaged
295,294,294,2020-01-07,8,213.72980072642773,6918.797570967194,0.1,Medium,WH-3,Overnight,Pending,False,Damaged
296,295,295,2020-01-06,3,399.31261680046686,3411.402946406793,0.2,High,WH-1,Regular,Pending,False,Late
297,296,296,2020-01-09,4,308.903634368948,6926.595620445742,0.0,High,WH-2,Express,Pending,False,Wrong Item
298,297,297,2020-01-06,4,349.87284816215964,5547.293174333853,0.15,Low,WH-1,Overnight,Cancelled,False,Not Specified
299,298,298,2020-01-05,2,404.162889241962,2218.473063099534,0.0,Critical,WH-1,Regular,Pending,True,unkown
300,299,299,2020-01-09,5,64.1116130714403,4325.685349448322,0.2,Medium,WH-3,2-Day,Pending,False,unkown
301,300,300,2020-01-08,5,296.0486624519147,2022.1432092768096,0.1,Medium,WH-3,Regular,Backorder,False,Wrong Item
302,301,301,2020-01-01,9,290.15553174043686,1917.8699625440024,0.2,Medium,WH-1,2-Day,Cancelled,False,Late
303,302,302,2020-01-06,3,414.1241863000337,9597.500639589583,0.05,Critical,WH-1,Express,Backorder,True,Damaged
304,303,303,2020-01-06,8,120.80141231233924,3430.448674150098,0.1,High,WH-1,Express,Backorder,True,Late
305,304,304,2020-01-01,1,217.4342206350668,5856.982750026322,0.2,Medium,WH-2,2-Day,Pending,False,unkown
306,305,305,2020-01-01,2,256.5111358821198,3933.3359011382704,0.0,High,WH-1,2-Day,Delivered,True,Not Specified
307,306,306,2020-01-09,9,413.0420492482564,9538.725843799371,0.0,Critical,WH-3,Overnight,Cancelled,True,Damaged
308,307,307,2020-01-03,6,486.9574833907624,0.0,0.05,Critical,WH-3,2-Day,Pending,True,Wrong Item
309,308,308,2020-01-06,2,13.84237947823924,7481.795550251495,0.0,Medium,WH-3,Overnight,Delivered,True,Damaged
310,309,309,2020-01-04,8,106.36025662694976,0.0,0.2,Medium,WH-2,Overnight,Backorder,True,unkown
311,310,310,2020-01-01,3,175.2312220272185,2038.2685630060305,0.2,Medium,WH-1,Overnight,Delivered,False,Late
312,311,311,2020-01-01,6,47.66241688532012,1281.587080632088,0.0,Low,WH-1,2-Day,Cancelled,True,unkown
313,312,312,2020-01-01,5,488.24677340681467,6945.74969878006,0.15,Critical,WH-2,Regular,Delivered,False,Late
314,313,313,2020-01-07,5,233.03427594949164,1763.5930896196237,0.05,Critical,WH-3,Express,Pending,False,Damaged
315,314,314,2020-01-03,9,0.0,7809.764493779448,0.1,High,WH-3,Overnight,Backorder,False,Damaged
316,315,315,2020-01-03,4,167.53289361146216,0.0,0.05,Critical,WH-3,Regular,Delivered,False,Not Specified
317,316,316,2020-01-08,5,47.35721680704659,5693.608979685237,0.0,Low,WH-3,2-Day,Backorder,False,Wrong Item
318,317,317,2020-01-03,1,490.7843392904168,0.0,0.1,High,WH-2,Overnight,Backorder,False,Damaged
319,318,318,2020-01-06,2,48.44334999539073,0.0,0.2,Critical,WH-2,Express,Delivered,True,Wrong Item
320,319,319,2020-01-04,1,0.0,0.0,0.1,High,WH-1,Overnight,Cancelled,True,Late
321,320,320,2020-01-04,4,111.06353577971478,4791.525021823716,0.0,Medium,WH-2,Express,Delivered,True,Damaged
322,321,321,2020-01-05,5,356.6245300161346,1190.9820038973498,0.0,High,WH-2,2-Day,Cancelled,False,Not Specified
323,322,322,2020-01-08,1,355.2316697334482,4561.121313857546,0.05,Low,WH-3,Express,Pending,False,Damaged
324,323,323,2020-01-03,1,371.9743438560175,9214.046632487967,0.0,Medium,WH-1,Regular,Cancelled,True,Damaged
325,324,324,2020-01-07,3,302.6060999352479,4140.545976498891,0.0,Critical,WH-3,Regular,Backorder,False,Not Specified
326,325,325,2020-01-07,1,282.87043715432696,3647.846077995012,0.1,Medium,WH-1,Regular,Delivered,True,Late
327,326,326,2020-01-03,4,430.7944968812414,0.0,0.1,Low,WH-2,2-Day,Delivered,False,Late
328,327,327,2020-01-02,9,40.63788491399441,7129.411462299116,0.15,Critical,WH-3,Regular,Pending,True,Damaged
329,328,328,2020-01-03,7,0.0,2254.008344800008,0.1,Low,WH-1,2-Day,Pending,False,Wrong Item
330,329,329,2020-01-07,3,212.68491071013128,4179.563920765483,0.15,Critical,WH-1,Express,Cancelled,True,Damaged
331,330,330,2020-01-05,2,155.31435698090604,1299.212791464137,0.2,Medium,WH-1,2-Day,Cancelled,True,unkown
332,331,331,2020-01-05,6,299.6538485966731,5791.884876112834,0.15,Critical,WH-3,2-Day,Backorder,True,Wrong Item
333,332,332,2020-01-03,6,110.11502786549543,1593.8886947544108,0.0,Low,WH-2,Express,Backorder,False,Wrong Item
334,333,333,2020-01-04,7,226.84730225922533,2917.572650373472,0.0,Low,WH-1,Overnight,Backorder,True,Wrong Item
335,334,334,2020-01-02,7,192.830083026968,8139.572867346899,0.0,High,WH-2,Regular,Backorder,False,Wrong Item
336,335,335,2020-01-08,7,247.1547904080761,7359.62760993596,0.0,High,WH-1,2-Day,Backorder,False,Not Specified
337,336,336,2020-01-05,8,124.75965175390373,3499.844936870212,0.2,Critical,WH-3,Overnight,Backorder,False,Not Specified
338,337,337,2020-01-03,3,25.26305546876162,5951.725571932415,0.2,Medium,WH-2,Regular,Delivered,True,Late
339,338,338,2020-01-03,3,10.976146257344432,5232.2344637064025,0.0,Medium,WH-3,Regular,Backorder,True,unkown
340,339,339,2020-01-03,7,0.0,987.291565321548,0.05,Critical,WH-1,2-Day,Cancelled,False,Not Specified
341,340,340,2020-01-06,2,14.076771691324089,2956.620115780448,0.0,High,WH-3,2-Day,Backorder,True,Not Specified
342,341,341,2020-01-04,4,332.93225096479387,7482.739268803322,0.0,Low,WH-1,Overnight,Cancelled,False,Wrong Item
343,342,342,2020-01-06,6,145.7361369197296,0.0,0.1,Low,WH-3,Express,Delivered,True,Damaged
344,343,343,2020-01-06,9,341.7009836684503,1526.4233140758677,0.1,Critical,WH-1,2-Day,Pending,True,Not Specified
345,344,344,2020-01-09,2,186.4247282914794,1967.6759380467952,0.05,Medium,WH-2,Express,Backorder,True,Not Specified
346,345,345,2020-01-01,5,321.6107601450883,9966.999933586882,0.15,High,WH-3,Regular,Delivered,True,Not Specified
347,346,346,2020-01-05,9,297.91707684360694,7597.243537725774,0.15,High,WH-1,Regular,Delivered,True,Wrong Item
348,347,347,2020-01-07,5,307.35500821466815,7102.054633758953,0.2,High,WH-1,Overnight,Delivered,True,unkown
349,348,348,2020-01-07,6,368.87651403860576,2896.9633071620274,0.0,Medium,WH-3,2-Day,Delivered,True,Damaged
350,349,349,2020-01-01,4,158.9318310049634,3589.506364624008,0.05,Medium,WH-1,Overnight,Delivered,False,Late
351,350,350,2020-01-08,7,350.0352993499768,2720.5375243490703,0.15,Critical,WH-1,Express,Delivered,False,Not Specified
352,351,351,2020-01-04,8,70.94051551025001,9326.874813511027,0.05,Critical,WH-2,Regular,Backorder,True,Late
353,352,352,2020-01-06,7,43.54477247345325,0.0,0.0,Medium,WH-3,Overnight,Delivered,True,Wrong Item
354,353,353,2020-01-07,6,0.0,8407.453626779452,0.1,High,WH-1,Overnight,Backorder,True,unkown
355,354,354,2020-01-09,4,473.8995271724638,4576.092508375326,0.0,Medium,WH-3,2-Day,Backorder,True,Late
356,355,355,2020-01-05,4,190.6665137237497,4279.724178665558,0.2,Medium,WH-2,2-Day,Pending,True,Damaged
357,356,356,2020-01-03,1,386.10813797378,789.4050199351211,0.0,High,WH-1,Overnight,Backorder,False,Not Specified
358,357,357,2020-01-01,4,371.3387820276319,4481.44499271231,0.2,Critical,WH-2,Regular,Backorder,False,Not Specified
359,358,358,2020-01-05,1,429.70323963648417,607.3740975957135,0.05,High,WH-3,Regular,Pending,False,Wrong Item
360,359,359,2020-01-04,5,331.7492261168593,4467.83646026145,0.2,Low,WH-1,Express,Cancelled,True,unkown
361,360,360,2020-01-09,8,82.16502614052456,4581.896951873905,0.0,Medium,WH-3,Regular,Cancelled,True,Wrong Item
362,361,361,2020-01-02,3,0.0,9634.177083454066,0.2,Low,WH-2,Overnight,Delivered,False,Not Specified
363,362,362,2020-01-07,8,403.7334531366756,5981.325317967978,0.0,Medium,WH-3,2-Day,Delivered,False,Late
364,363,363,2020-01-05,4,87.06387200806053,3676.811200393112,0.1,Low,WH-3,Regular,Pending,True,Wrong Item
365,364,364,2020-01-07,3,185.32890121563892,7545.5937924424015,0.1,Low,WH-1,Overnight,Pending,True,Wrong Item
366,365,365,2020-01-02,4,221.68927452130796,9784.159359381249,0.0,Low,WH-1,Express,Backorder,True,Not Specified
367,366,366,2020-01-02,1,445.1779125776776,0.0,0.15,Low,WH-3,2-Day,Delivered,False,Damaged
368,367,367,2020-01-06,3,485.6315072507746,3249.675455385136,0.0,High,WH-2,Regular,Pending,True,Damaged
369,368,368,2020-01-04,3,237.47687467222025,7942.9608204680435,0.0,Low,WH-1,2-Day,Pending,False,Late
370,369,369,2020-01-09,4,246.6894518038561,7046.3327106081815,0.05,High,WH-1,2-Day,Backorder,True,Damaged
371,370,370,2020-01-06,8,132.01428069345403,2113.927195581044,0.15,Medium,WH-1,Overnight,Pending,False,unkown
372,371,371,2020-01-04,3,256.5349115502546,2364.3343087085736,0.05,Medium,WH-1,Overnight,Cancelled,False,Late
373,372,372,2020-01-02,9,90.98940017004914,895.0001185426408,0.2,Critical,WH-1,2-Day,Pending,True,Not Specified
374,373,373,2020-01-03,7,43.493068151879726,3324.2284406726017,0.1,Low,WH-3,2-Day,Backorder,False,Late
375,374,374,2020-01-03,9,72.6547325989846,0.0,0.05,Critical,WH-2,2-Day,Cancelled,False,Wrong Item
376,375,375,2020-01-06,3,172.90351700286888,8347.614503208712,0.2,Low,WH-1,2-Day,Backorder,True,unkown
377,376,376,2020-01-03,8,0.0,3083.9867507713825,0.1,Critical,WH-3,2-Day,Backorder,False,unkown
378,377,377,2020-01-08,5,315.6341115833645,9588.844121948823,0.05,Critical,WH-2,2-Day,Delivered,True,Late
379,378,378,2020-01-02,7,350.3740698579266,2252.360985068892,0.1,Critical,WH-1,Overnight,Pending,True,Wrong Item
380,379,379,2020-01-06,2,0.0,0.0,0.0,Critical,WH-1,Regular,Backorder,False,Not Specified
381,380,380,2020-01-05,6,369.8775267170398,7239.669214022761,0.05,Critical,WH-2,Regular,Delivered,False,Late
382,381,381,2020-01-09,7,334.59266573352335,8179.854519490064,0.0,Critical,WH-1,2-Day,Pending,True,Wrong Item
383,382,382,2020-01-01,3,105.53784795114171,0.0,0.0,Medium,WH-1,Overnight,Cancelled,True,unkown
384,383,383,2020-01-09,2,498.6193534124457,9425.901595739077,0.05,Low,WH-3,2-Day,Cancelled,True,Damaged
385,384,384,2020-01-07,4,156.90225850696558,3462.8546397553896,0.05,Critical,WH-1,Regular,Backorder,False,Not Specified
386,385,385,2020-01-01,4,157.51257813881338,5714.291614654698,0.1,Low,WH-3,Express,Backorder,False,Not Specified
387,386,386,2020-01-04,9,0.0,653.9037747249386,0.2,High,WH-2,Express,Cancelled,True,Not Specified
388,387,387,2020-01-04,7,373.042987514515,8078.456501808033,0.0,Medium,WH-1,2-Day,Cancelled,False,Late
389,388,388,2020-01-08,7,107.61548469808602,1560.133499593851,0.15,Medium,WH-3,2-Day,Backorder,True,Late
390,389,389,2020-01-07,5,167.61829493317882,2486.064050215037,0.15,High,WH-1,Express,Backorder,True,Wrong Item
391,390,390,2020-01-02,6,376.70833134135336,4550.784389615414,0.2,High,WH-3,Regular,Cancelled,True,Damaged
392,391,391,2020-01-06,7,299.4125386573725,9416.03294299474,0.2,Medium,WH-2,Overnight,Delivered,True,Wrong Item
393,392,392,2020-01-03,9,30.78692612137693,4472.375487546597,0.2,Low,WH-2,2-Day,Cancelled,True,Wrong Item
394,393,393,2020-01-07,2,298.8324548475016,0.0,0.15,High,WH-2,Regular,Delivered,False,Damaged
395,394,394,2020-01-02,4,260.4532782262426,2236.9589087537624,0.2,High,WH-3,Overnight,Backorder,False,unkown
396,395,395,2020-01-02,4,392.3843005497804,9387.10287851121,0.15,High,WH-3,Express,Delivered,False,unkown
397,396,396,2020-01-06,3,97.88869418598313,8727.96468108943,0.1,Medium,WH-2,Express,Delivered,False,Late
398,397,397,2020-01-04,7,225.4728383888752,2217.458930342605,0.0,Critical,WH-3,2-Day,Delivered,True,Late
399,398,398,2020-01-06,8,449.7092742375567,5214.272608057732,0.0,High,WH-2,Regular,Cancelled,False,Late
400,399,399,2020-01-06,4,486.8082998564431,5383.906704236967,0.0,Medium,WH-2,Regular,Pending,True,Wrong Item
401,400,400,2020-01-04,5,154.6923420834922,7387.5577248416275,0.2,High,WH-1,2-Day,Delivered,False,Damaged
402,401,401,2020-01-02,2,498.1172600144016,8500.57107817862,0.05,Low,WH-1,Express,Backorder,True,Wrong Item
403,402,402,2020-01-01,9,143.2535593150399,6241.413537290326,0.2,High,WH-3,2-Day,Delivered,True,Late
404,403,403,2020-01-01,8,190.5399707591237,6672.986444260846,0.05,Medium,WH-1,Express,Pending,False,Not Specified
405,404,404,2020-01-06,2,359.39256481081617,1390.8769994416566,0.1,Critical,WH-1,2-Day,Backorder,True,Not Specified
406,405,405,2020-01-07,2,109.28999072631817,6440.636614567312,0.2,Critical,WH-2,Express,Cancelled,True,Not Specified
407,406,406,2020-01-03,6,10.005701030129408,9193.076958913613,0.0,High,WH-3,2-Day,Cancelled,False,Late
408,407,407,2020-01-06,6,449.98040160925626,5642.066053945942,0.15,Medium,WH-3,Regular,Backorder,False,Wrong Item
409,408,408,2020-01-01,7,482.398424080153,3000.8497919211063,0.2,Medium,WH-2,Express,Backorder,False,Not Specified
410,409,409,2020-01-08,5,428.9647987937682,7449.1204171796,0.0,Low,WH-3,Regular,Pending,False,Wrong Item
411,410,410,2020-01-01,3,151.70184868501542,6888.818995399667,0.0,Critical,WH-2,Express,Backorder,True,Late
412,411,411,2020-01-06,9,464.2842081406294,2782.8416727784843,0.2,High,WH-1,Regular,Delivered,False,Not Specified
413,412,412,2020-01-06,8,343.2548238690166,1069.4613581824287,0.2,Critical,WH-1,Regular,Pending,True,Wrong Item
414,60,60,2020-01-05,5,0.0,3481.841726892759,0.05,High,WH-2,2-Day,Cancelled,False,Damaged
415,413,413,2020-01-02,5,0.0,8409.811846598244,0.1,Critical,WH-3,Express,Delivered,True,Not Specified
416,414,414,2020-01-08,4,255.30589135450472,4866.048543529419,0.0,High,WH-2,2-Day,Pending,True,Wrong Item
417,415,415,2020-01-07,9,0.0,4974.122398129968,0.1,Critical,WH-1,2-Day,Cancelled,True,Not Specified
418,416,416,2020-01-04,8,423.98696040006223,1233.2815371514455,0.05,Medium,WH-3,2-Day,Cancelled,True,Late
419,417,417,2020-01-07,4,395.8196431086431,7424.922400998994,0.0,High,WH-3,Express,Cancelled,True,Damaged
420,418,418,2020-01-01,2,412.69716382682606,5930.272670087967,0.1,High,WH-2,Regular,Delivered,True,Damaged
421,419,419,2020-01-03,2,65.51871731645745,4942.971518606332,0.0,High,WH-2,Overnight,Pending,True,Damaged
422,420,420,2020-01-04,2,29.099867123953903,1431.07300541704,0.1,Low,WH-3,Overnight,Delivered,True,Wrong Item
423,421,421,2020-01-01,5,0.0,8428.432007428462,0.05,High,WH-3,Regular,Pending,True,Damaged
424,422,422,2020-01-06,2,137.17547375628425,7519.23343276381,0.05,Medium,WH-1,Overnight,Backorder,False,Damaged
425,423,423,2020-01-08,7,245.6361718354744,4119.417099849799,0.2,Low,WH-2,Overnight,Backorder,True,Not Specified
426,424,424,2020-01-06,8,79.99256275902262,6751.971071536675,0.1,High,WH-3,2-Day,Backorder,False,Wrong Item
427,425,425,2020-01-02,3,172.4667025429249,5273.059228080576,0.1,Medium,WH-2,Express,Pending,False,Late
428,426,426,2020-01-09,2,257.7607351767598,2273.0794280779846,0.0,Low,WH-2,2-Day,Pending,False,Late
429,427,427,2020-01-08,1,382.9085172228837,880.5616309815975,0.0,Low,WH-3,Regular,Delivered,False,Damaged
430,428,428,2020-01-07,6,234.880853132442,9052.509056419667,0.1,Medium,WH-1,2-Day,Pending,True,Late
431,429,429,2020-01-02,9,228.31540298352652,6741.789733224019,0.05,Critical,WH-2,Express,Delivered,False,Damaged
432,430,430,2020-01-07,8,78.99344495741128,1028.252455964376,0.1,Critical,WH-2,Regular,Cancelled,False,Wrong Item
433,431,431,2020-01-03,7,484.20311798208536,5935.16815536096,0.0,Medium,WH-3,Overnight,Backorder,True,Wrong Item
434,432,432,2020-01-07,9,148.41458454874305,6312.394690980604,0.15,High,WH-1,Regular,Cancelled,True,Damaged
435,433,433,2020-01-07,9,300.8448583356051,6757.817567906711,0.15,High,WH-2,Express,Pending,False,Damaged
436,434,434,2020-01-09,2,209.9943285246821,0.0,0.1,Critical,WH-1,Regular,Cancelled,True,Late
437,435,435,2020-01-06,3,374.0119318972901,7423.391517281151,0.15,Low,WH-1,Regular,Delivered,True,Late
438,436,436,2020-01-04,1,200.0347840592963,8783.174082164802,0.0,High,WH-1,2-Day,Backorder,False,Late
439,437,437,2020-01-09,2,25.554445032764423,7912.020161088519,0.05,Medium,WH-1,2-Day,Cancelled,True,Not Specified
440,438,438,2020-01-04,5,447.01735095726,2594.7905026386475,0.0,Low,WH-2,2-Day,Delivered,True,Not Specified
441,439,439,2020-01-05,1,287.4285387002847,5151.61872230431,0.15,Low,WH-3,Express,Delivered,False,Damaged
442,440,440,2020-01-01,5,317.92896374114764,8230.37176536116,0.1,Critical,WH-2,Overnight,Cancelled,True,Not Specified
443,441,441,2020-01-02,9,59.67271980104798,9929.527057133751,0.2,High,WH-3,2-Day,Backorder,True,Wrong Item
444,442,442,2020-01-02,5,129.26437477707992,0.0,0.1,Critical,WH-3,2-Day,Cancelled,True,unkown
445,443,443,2020-01-04,3,177.53358627169027,8805.919674302266,0.2,Low,WH-1,2-Day,Cancelled,True,Not Specified
446,444,444,2020-01-02,6,0.0,1150.2792993771595,0.0,High,WH-1,Overnight,Pending,False,unkown
447,445,445,2020-01-04,6,338.8671619560474,8236.674403053232,0.0,High,WH-1,Regular,Cancelled,True,Damaged
448,446,446,2020-01-08,5,293.61530971085085,959.4457549634184,0.1,Low,WH-3,2-Day,Delivered,False,unkown
449,447,447,2020-01-01,2,376.2477592323801,1929.486574556976,0.0,Critical,WH-3,Overnight,Backorder,True,Late
450,448,448,2020-01-08,5,403.7065442154735,7881.968213691684,0.1,Medium,WH-3,Overnight,Cancelled,True,Damaged
451,449,449,2020-01-03,8,405.4130905331569,0.0,0.0,Medium,WH-3,Regular,Delivered,True,Damaged
452,450,450,2020-01-03,4,303.53184770368694,7770.951956651386,0.05,Critical,WH-2,2-Day,Backorder,False,Damaged
453,451,451,2020-01-03,3,108.13818875513668,6137.883135694876,0.05,High,WH-2,Overnight,Delivered,True,Wrong Item
454,452,452,2020-01-02,1,0.0,8841.31837202234,0.0,High,WH-2,2-Day,Cancelled,False,Late
455,453,453,2020-01-04,5,49.76309748275718,0.0,0.2,High,WH-1,Express,Cancelled,False,Damaged
456,454,454,2020-01-05,6,222.57053559249948,2572.971578245636,0.15,Medium,WH-1,Overnight,Backorder,False,Wrong Item
457,455,455,2020-01-05,5,14.86267235263946,7864.818492432018,0.2,High,WH-2,Overnight,Delivered,False,unkown
458,456,456,2020-01-01,9,109.1045484570221,5769.526735489489,0.15,Medium,WH-2,Regular,Backorder,True,Late
459,457,457,2020-01-09,4,122.14897661691452,3824.4096089217833,0.15,Low,WH-2,Overnight,Backorder,True,Wrong Item
460,458,458,2020-01-08,9,351.632597135722,8431.998454096836,0.05,High,WH-3,Express,Delivered,False,Not Specified
461,459,459,2020-01-02,8,35.39954156866722,1038.4641055754364,0.1,High,WH-3,Express,Backorder,False,Not Specified
462,460,460,2020-01-07,7,369.0225347892374,0.0,0.0,Low,WH-2,Express,Backorder,False,Damaged
463,461,461,2020-01-08,4,273.7826521952996,8399.424164566124,0.1,Medium,WH-2,2-Day,Backorder,False,Damaged
464,462,462,2020-01-08,5,320.02882058681445,7627.524757419002,0.1,Critical,WH-2,Overnight,Cancelled,True,Damaged
465,463,463,2020-01-03,4,264.4200396823005,7166.513601833944,0.0,Low,WH-3,Regular,Pending,True,Late
466,464,464,2020-01-04,3,302.45741967500214,7933.0452160214845,0.0,Medium,WH-2,2-Day,Pending,True,Damaged
467,465,465,2020-01-05,8,18.304355795894686,8557.037732648485,0.2,Low,WH-1,2-Day,Backorder,True,unkown
